a.name,e.latitude,e.longitude,e.city,e.type,e.startdate,e.venue
Ludwig Dill,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Ludwig Dill,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Rudolf Nissl,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Rudolf Nissl,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Richard Pietzsch,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Georg Sauter,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Georg Sauter,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Georg Sauter,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Georg Sauter,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Georg Sauter,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Ulrich Hübner,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Ulrich Hübner,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Ulrich Hübner,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Charles Tooby,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Hans Richard von Volkmann,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Heinrich von Zügel,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Heinrich von Zügel,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Benno Becker,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Benno Becker,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Benno Becker,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Benno Becker,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Benno Becker,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Benno Becker,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Josef Engelhart,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Albert Besnard,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Richard Harlfinger,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Jacques-Emile Blanche,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Jacques-Emile Blanche,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Jacques-Emile Blanche,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Jacques-Emile Blanche,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
George Clausen,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Charles Cottet,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Charles Cottet,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Charles Cottet,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Charles Cottet,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Ludwig Dettmann,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Theodor Esser,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Thomas Alexander Harrison,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Thomas Alexander Harrison,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Thomas Alexander Harrison,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Thomas Alexander Harrison,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Thomas Alexander Harrison,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Emanuel Hegenbarth,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Emanuel Hegenbarth,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Julius Paul Junghanns,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Julius Paul Junghanns,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Richard Kaiser,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Heinrich Knirr,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
John Lavery,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
John Lavery,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
John Lavery,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Henry Muhrmann,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Henry Muhrmann,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Henry Muhrmann,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Henry Muhrmann,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Henry Muhrmann,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Joseph Oppenheimer,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Joseph Oppenheimer,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Joseph Oppenheimer,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
James Paterson,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Bertram Priestman,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Bertram Priestman,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Bertram Priestman,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Bertram Priestman,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Rudolf Schramm-Zittau,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Rudolf Schramm-Zittau,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Rudolf Schramm-Zittau,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Alfred Withers,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Gaston de Latouche,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Gaston de Latouche,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Gaston de Latouche,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Gaston de Latouche,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Gaston de Latouche,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Heinrich Beecke,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Heinrich Beecke,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Ernst Burmester,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Max Clarenbach,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Max Clarenbach,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Max Clarenbach,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Max Clarenbach,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Max Clarenbach,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Friedrich Fehr,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Hans von Heider,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Hans von Heider,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Rudolf Hellwag,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Rudolf Hellwag,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Rudolf Hellwag,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Rudolf Hellwag,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Max Thedy,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Julius Rolshoven,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Julius Rolshoven,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Alfred Smith,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Beppe Ciardi,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Beppe Ciardi,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Emma Ciardi,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Italico Brass,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Umberto Martina,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Ettore Tito,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Charlotte Chauchet Guillere,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Karl Anderson,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Edith Woodman Burroughs,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Samuel Halpert,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Eugene Edward Speicher,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Eugene Edward Speicher,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Allen Tucker,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Emile Claus,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Emile Claus,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Lucien Simon,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Lucien Simon,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Lucien Simon,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Lucien Simon,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Lucien Simon,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Richard Müller,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Hans Olde,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Carl Albrecht,40.4333,-79.9833,Pittsburgh,group,1909,Carnegie Institute
Eugen Felix Prosper Bracht,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Otto Heinrich Engel,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Arthur Kampf,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Arthur Kampf,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Arthur Kampf,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Edward Cucuel,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Carl Max Schultheiss,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Clemens Oskar Schanze,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Frederic Clay Bartlett,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Camille Pissarro,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Camille Pissarro,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Camille Pissarro,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Maxime Maufra,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Maxime Maufra,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Maxime Maufra,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Maxime Maufra,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Maxime Maufra,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Gustave Loiseau,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Gustave Loiseau,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Henry Caro-Delvaille,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Henry Caro-Delvaille,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Henry Caro-Delvaille,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Louise Galtier-Boissière,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Louise Galtier-Boissière,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Louise Galtier-Boissière,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Richard Emile Miller,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Richard Emile Miller,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Richard Emile Miller,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Richard Emile Miller,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Henri Morisset,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
René François Xavier Prinet,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
René François Xavier Prinet,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
René François Xavier Prinet,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
René François Xavier Prinet,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Armand Apol,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Armand Apol,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Armand Apol,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Alfred Delaunois,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Herman Jean Joseph Richir,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Gustaf Fjaestad,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Gustaf Fjaestad,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Jean-François Raffaëlli,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Jean-François Raffaëlli,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Jean-François Raffaëlli,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Jean-François Raffaëlli,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Alfred Hazledine,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Albert André,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Albert André,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Georges d' Espagnat,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Olga Boznańska,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Olga Boznańska,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Olga Boznańska,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Olga Boznańska,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Olga Boznańska,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Olga Boznańska,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Alfred Sisley,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Alfred Sisley,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Alfred Sisley,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Alfred Sisley,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Charles Haslewood Shannon,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Philip Wilson Steer,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Philip Wilson Steer,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Oliver Newberry Chaffee,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Mary Foote,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Mary Foote,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Mary Foote,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Childe Hassam,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Childe Hassam,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Childe Hassam,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Childe Hassam,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Childe Hassam,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Childe Hassam,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Henry George Keller,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Henry George Keller,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Nikolay Feshin,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Nikolay Feshin,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Nikolay Feshin,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Nikolay Feshin,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Nikolay Feshin,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Leon Kroll,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Leon Kroll,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Jonas Lie,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Jonas Lie,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Jonas Lie,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Jonas Lie,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Jonas Lie,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Jerome Myers,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Jerome Myers,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
James Pryde,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
James Pryde,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Valentín de Zubiaurre,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Julian Alden Weir,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Julian Alden Weir,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Julian Alden Weir,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Julian Alden Weir,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Julian Alden Weir,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Pascal Adolphe Jean Dagnan-Bouveret,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Apollinary Vasnetsov,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Francis Q. Thomason,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Francis Q. Thomason,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Elizabeth Nourse,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Elizabeth Nourse,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Martha Stettler,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Martha Stettler,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Sina Mesdag van Houten,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Marthe Moisset,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Johan Akkeringa,40.4333,-79.9833,Pittsburgh,group,1909,Carnegie Institute
Floris Arntzenius,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Edmond Aman-Jean,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Edmond Aman-Jean,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Edmond Aman-Jean,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Adolphe Berson,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Adolphe Berson,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Victor Ferdinand Bourgeois,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Angèle Delasalle,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
William Julien Émile Édouard Laparra,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
William Julien Émile Édouard Laparra,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
William Julien Émile Édouard Laparra,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Henry Moret,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Henry Moret,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Maurice Réalier-Dumas,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Alfred Roll,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Emil Österman,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Emil Österman,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Everett Shinn,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Grigorij Michajlovič Bobrovskij,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Viktor Ivanovich Zarubin,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Viktor Ivanovich Zarubin,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Frans Hens,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Emile Vloors,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Walter Thor,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Albert Wenk,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Albert Baertson,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Victor Olivier Gilsoul,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Victor Olivier Gilsoul,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Jules Eugene Pages,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
John Singer Sargent,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
John Singer Sargent,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
John Singer Sargent,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
John Singer Sargent,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Jean-Adolphe Chudant,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Jean-Adolphe Chudant,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Jean-Adolphe Chudant,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Jean-Adolphe Chudant,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Charles Bittinger,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Charles Bittinger,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Van Dearing Perrine,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Van Dearing Perrine,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Van Dearing Perrine,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Van Dearing Perrine,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Eugene Paul Ullman,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Eugene Paul Ullman,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Gifford Reynolds Beal,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Gifford Reynolds Beal,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Gifford Reynolds Beal,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Gifford Reynolds Beal,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Gifford Reynolds Beal,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Gifford Reynolds Beal,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Edward Francis Rook,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
Edward Francis Rook,40.4333,-79.9833,Pittsburgh,group,1911,Carnegie Institute
Edward Francis Rook,40.4333,-79.9833,Pittsburgh,group,1914,Carnegie Institute
Edward Francis Rook,40.4333,-79.9833,Pittsburgh,group,1905,Carnegie Institute
Edward Francis Rook,40.4333,-79.9833,Pittsburgh,group,1912,Carnegie Institute
Edward Francis Rook,40.4333,-79.9833,Pittsburgh,group,1913,Carnegie Institute
Fred Wagner,40.4333,-79.9833,Pittsburgh,group,1910,Carnegie Institute
