a.name,e.latitude,e.longitude,e.city,e.type,e.startdate,e.venue
Paul Gauguin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Paul Gauguin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Pierre Paul Girieud,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Pierre Paul Girieud,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Pierre Paul Girieud,40.7,-74,New York,group,1913,Armory of the 69th Infantry
William James Glackens,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
William James Glackens,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
William James Glackens,40.7,-74,New York,group,1913,Armory of the 69th Infantry
William James Glackens,40.7,-74,New York,group,1908,Macbeth Galleries
Albert Gleizes,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Albert Gleizes,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Albert Gleizes,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Charles-François-Prosper Guérin,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Charles-François-Prosper Guérin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Marsden Hartley,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Marsden Hartley,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Marsden Hartley,40.7,-74,New York,solo,1909,Photo-Secession Galleries
Walter Helbig,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Walter Helbig,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Robert Henri,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Robert Henri,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Robert Henri,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Robert Henri,40.7,-74,New York,group,1908,Macbeth Galleries
Ferdinand Hodler,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Ferdinand Hodler,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Ferdinand Hodler,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Adolf Hölzel,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Edward Hopper,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edward Hopper,40.7,-74,New York,group,1913,Armory of the 69th Infantry
James Dickson Innes,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
James Dickson Innes,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
James Dickson Innes,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Augustus John,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Augustus John,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Augustus John,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Gwen John,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Gwen John,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Gwen John,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Arne Kavli,40.7,-74,New York,group,1912,American Art Galleries
Arne Kavli,40.7,-74,New York,group,1912,The American Scandinavian Society
Arne Kavli,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Ernst Ludwig Kirchner,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Ernst Ludwig Kirchner,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Ernst Ludwig Kirchner,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Per Krohg,40.7,-74,New York,group,1912,American Art Galleries
Per Krohg,40.7,-74,New York,group,1912,The American Scandinavian Society
Per Krohg,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Walt Kuhn,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Walt Kuhn,40.7,-74,New York,group,1911,The Madison Art Gallery
Walt Kuhn,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Walt Kuhn,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Roger de La Fresnaye,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Roger de La Fresnaye,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Roger de La Fresnaye,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Pierre Laprade,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Pierre Laprade,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Pierre Laprade,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Marie Laurencin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Marie Laurencin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Marie Laurencin,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Ernest Lawson,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Ernest Lawson,40.7,-74,New York,group,1908,Macbeth Galleries
Ernest Lawson,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Ernest Lawson,40.7,-74,New York,group,1915,Montross Gallery
Ernest Lawson,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Fernand Léger,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Fernand Léger,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Fernand Léger,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Wilhelm Lehmbruck,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Wilhelm Lehmbruck,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Wilhelm Leibl,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Rudolf Levy,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Rudolf Levy,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Max Liebermann,40.7,-74,New York,group,1909,Metropolitan Museum of Art
George Benjamin Luks,40.7,-74,New York,group,1908,Macbeth Galleries
George Benjamin Luks,40.7,-74,New York,group,1913,Armory of the 69th Infantry
George Benjamin Luks,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
George Benjamin Luks,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henrik Louis Lund,40.7,-74,New York,group,1912,American Art Galleries
Henrik Louis Lund,40.7,-74,New York,group,1912,The American Scandinavian Society
Henrik Louis Lund,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Aristide Maillol,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Aristide Maillol,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Aristide Maillol,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edouard Manet,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edouard Manet,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Henri Charles Manguin,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Henri Charles Manguin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henri Charles Manguin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
\N Manolo,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
John Marin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
John Marin,40.7,-74,New York,group,1910,Photo-Secession Galleries
John Marin,40.7,-74,New York,group,1909,Photo-Secession Galleries
John Marin,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Albert Marquet,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Albert Marquet,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Albert Marquet,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henri Matisse,40.7,-74,New York,solo,1915,Montross Gallery
Henri Matisse,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henri Matisse,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henri Matisse,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Alfred Henry Maurer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Alfred Henry Maurer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Alfred Henry Maurer,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Alfred Henry Maurer,40.7,-74,New York,group,1909,Photo-Secession Galleries
Kenneth Hayes Miller,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Kenneth Hayes Miller,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Kenneth Hayes Miller,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Claude Monet,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Claude Monet,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Adolphe Monticelli,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Adolphe Monticelli,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edvard Munch,40.7,-74,New York,group,1912,American Art Galleries
Edvard Munch,40.7,-74,New York,group,1912,The American Scandinavian Society
Edvard Munch,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Elie Nadelman,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Elie Nadelman,40.7,-74,New York,group,1915,Montross Gallery
Elie Nadelman,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jules Pascin,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Jules Pascin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jules Pascin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Francis Picabia,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Francis Picabia,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Francis Picabia,40.7,-74,New York,solo,1913,Photo-Secession Galleries
Francis Picabia,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Pablo Picasso,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Pablo Picasso,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Pablo Picasso,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Maurice Brazil Prendergast,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Maurice Brazil Prendergast,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Maurice Brazil Prendergast,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Maurice Brazil Prendergast,40.7,-74,New York,group,1908,Macbeth Galleries
Leo Putz,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Pierre Puvis de Chavannes,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Pierre Puvis de Chavannes,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Odilon Redon,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Odilon Redon,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Odilon Redon,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Pierre-Auguste Renoir,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Pierre-Auguste Renoir,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Auguste Rodin,40.7,-74,New York,group,1908,Photo-Secession Galleries
Auguste Rodin,40.7,-74,New York,group,1910,Photo-Secession Galleries
Auguste Rodin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Auguste Rodin,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Auguste Rodin,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Georges Rouault,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Georges Rouault,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Georges Rouault,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Henri Rousseau,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Henri Rousseau,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henri Rousseau,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Ker-Xavier Roussel,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Ker-Xavier Roussel,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Ker-Xavier Roussel,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Morgan Russell,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Morgan Russell,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Albert Pinkham Ryder,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Albert Pinkham Ryder,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Albert Pinkham Ryder,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Morton Livingston Schamberg,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Morton Livingston Schamberg,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Morton Livingston Schamberg,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Georges Seurat,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Georges Seurat,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Georges Seurat,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles Sheeler,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Charles Sheeler,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles Sheeler,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Walter Richard Sickert,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Walter Richard Sickert,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Walter Richard Sickert,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Paul Signac,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Paul Signac,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Paul Signac,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Max Slevogt,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Max Slevogt,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Max Slevogt,40.7,-74,New York,group,1913,Armory of the 69th Infantry
John Sloan,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
John Sloan,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
John Sloan,40.7,-74,New York,group,1913,Armory of the 69th Infantry
John Sloan,40.7,-74,New York,group,1908,Macbeth Galleries
Joseph Stella,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Joseph Stella,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Joseph Stella,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Oluf Wold-Torne,40.7,-74,New York,group,1912,American Art Galleries
Oluf Wold-Torne,40.7,-74,New York,group,1912,The American Scandinavian Society
Oluf Wold-Torne,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Henri de Toulouse-Lautrec,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henri de Toulouse-Lautrec,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henri de Toulouse-Lautrec,40.7,-74,New York,group,1913,Armory of the 69th Infantry
John Henry Twachtman,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
John Henry Twachtman,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Félix Vallotton,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Félix Vallotton,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Félix Vallotton,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Vincent van Gogh,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Vincent van Gogh,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Vincent van Gogh,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Jacques Villon,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jacques Villon,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Jacques Villon,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Ludwig von Hofmann,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Franz von Stuck,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Fritz von Uhde,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Edouard Vuillard,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Edouard Vuillard,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edouard Vuillard,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Abraham Walkowitz,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Abraham Walkowitz,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Max Weber,40.7,-74,New York,solo,1915,Montross Gallery
Max Weber,40.7,-74,New York,group,1909,Murray Hill Gallery
Max Weber,40.7,-74,New York,solo,1909,Haas Gallery
Erik Werenskiold,40.7,-74,New York,group,1912,American Art Galleries
Erik Werenskiold,40.7,-74,New York,group,1912,The American Scandinavian Society
Erik Werenskiold,40.7,-74,New York,group,1912,American-Scandinavian Foundation
James McNeill Whistler,40.7,-74,New York,group,1913,Armory of the 69th Infantry
James McNeill Whistler,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
William Zorach,40.7,-74,New York,group,1913,Armory of the 69th Infantry
William Zorach,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Anders Zorn,40.7,-74,New York,group,1912,American Art Galleries
Anders Zorn,40.7,-74,New York,group,1912,The American Scandinavian Society
Anders Zorn,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Carl Ludwig Noah Bantzer,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Hans Borchardt,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Ludwig Dill,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Fritz Erler,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Hugo von Habermann,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Hans von Hayek,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Albert von Keller,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Gotthardt Kuehl,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Walter Leistikow,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Reinhold Lepsius,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Rudolf Nissl,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Hermann Pleuer,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Toni von Stadler,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Hans Thoma,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Wilhelm Trübner,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Heinrich von Zügel,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Benno Becker,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Gerhard Janssen,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Wilhelm Gimmi,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Wilhelm Gimmi,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Vladimir Georgievich Bekhteev,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Vladimir Georgievich Bekhteev,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Amadeo Cardoso,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Amadeo Cardoso,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Amadeo Cardoso,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Eduard von Gebhardt,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Leo Samberger,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Carl Johann Becker-Gundahl,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Fritz Burger,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Paul Eduard Crodel,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Ludwig Dettmann,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Julius Diez,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Hermann Groeber,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Adolf Hengeler,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Angelo Jank,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Julius Paul Junghanns,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Julius Paul Junghanns,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Richard Kaiser,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Henry Muhrmann,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henry Muhrmann,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Henry Muhrmann,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Rudolf Schramm-Zittau,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Julius Seyler,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Julius Seyler,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Franz Skarbina,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Carl Vinnen,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Albert Weisgerber,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Albert Weisgerber,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Max Clarenbach,40.7,-74,New York,group,1909,Metropolitan Museum of Art
August Deusser,40.7,-74,New York,group,1909,Metropolitan Museum of Art
Ferdinand Dorsch,40.7,-74,New York,group,1909,Metropolitan Museum of Art
